Location,Product Name,Purchase History,Payment Method,Search Query,Survey Response,Device Type,Browser Type,Operating System,IP Address,Referral Source,Net Profit,Operating Expenses,Revenue Trend,Expense Breakdown,Gross vs Net Profit,Region-wise Revenue Contribution,Previous Category,Labor Cost,Raw Material Cost,Shipping Cost,Income Group,First Interaction Date,Awareness Stage,Consideration Stage,Intent Stage,Out of Stock Occurrences,Last Purchase Date,Product Price,#Fraud Flag,Average Resolution Time,Average Response Time,Ticket Resolution Time,Order Shipment Time,Placement Time,Delivery Time,Payment & Transaction Failures,Reasons for Payment Failure,source,Retailer_Name,Category,Seasonal_Trend,Stock_Availability,Shelf_Space_Allocation,Repeat_Purchase_Rate,Basket_Size,Cross_Purchased_Products,Brand_Substitution_Rate,Category_Share_in_Retailer_Sales,Competitor_Promotion_Impact,Retail_Foot_Traffic,Customer Segment,In_Store_Advertising_Effectiveness,Customer Segment Type,Region,Order_ID,Purchase_Frequency,Product_Views,Delivery_Location_City,Delivery_Location_Country,Shipping_Method,Return_Refund_Rate,Product_Bundling_Preferences,Discounted,Return_Rate,Channel,Churn_Risk
Germany,Generic Product,Grocery,Credit Card,Biscuits,Negative,Mobile,Chrome,MacOS,0.197.144.161,Ads,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Electronics,274.78623657940364,554.5922454579821,54.92351542889382,High,2025-02-23,0,1,1,1,2024-11-23,47.13,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,Returning,West,ORD10784,1,90,London,UK,Express,0.85,Candy & Gum,False,19.77,Mobile App,High
Brazil,Generic Product,Clothing,Credit Card,Snacks,Negative,Desktop,Edge,MacOS,0.197.144.161,Direct,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,High,2024-10-15,0,1,0,1,2025-01-01,14.01,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,Returning,West,ORD10653,2,100,Mumbai,UK,Standard,0.22,Beverages & Snacks,False,20.84,Mobile App,High
Brazil,Generic Product,Electronics,Cash on Delivery,Gum,Negative,Mobile,Safari,MacOS,0.197.144.161,Search,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Electronics,274.78623657940364,554.5922454579821,54.92351542889382,High,2025-02-07,1,0,0,1,2024-09-08,11.69,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,Returning,South,ORD10768,4,12,Berlin,Brazil,Express,0.65,Candy & Gum,True,8.09,Web,High
Brazil,Generic Product,Electronics,Cash on Delivery,Gum,Negative,Tablet,Safari,MacOS,0.197.144.161,Social Media,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Electronics,274.78623657940364,554.5922454579821,54.92351542889382,High,2025-07-18,0,1,1,1,2024-12-16,48.19,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Candy,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,Returning,South,ORD10929,4,99,Berlin,USA,Standard,0.16,Chocolate & Biscuits,True,27.89,Web,High
India,Generic Product,Grocery,UPI,Snacks,Negative,Desktop,Firefox,MacOS,0.197.144.161,Direct,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Clothing,274.78623657940364,554.5922454579821,54.92351542889382,High,2024-02-22,0,0,0,1,2024-11-06,17.74,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Beverages,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Budget,Medium,Returning,East,ORD10417,5,25,Sydney,Germany,Standard,0.42,Candy & Gum,False,2.98,Web,High
USA,Generic Product,Beauty,Credit Card,Candy,Negative,Mobile,Safari,MacOS,0.197.144.161,Search,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Clothing,274.78623657940364,554.5922454579821,54.92351542889382,High,2024-02-09,1,1,1,1,2025-01-14,12.28,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,Returning,East,ORD10404,7,79,New York,Germany,Standard,0.4,Candy & Gum,False,20.56,In-Store,High
UK,Generic Product,Clothing,Debit Card,Snacks,Negative,Mobile,Safari,MacOS,0.197.144.161,Social Media,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Clothing,274.78623657940364,554.5922454579821,54.92351542889382,High,2025-03-03,0,1,0,1,2024-10-17,25.57,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Gum,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Budget,Medium,Returning,West,ORD10792,10,89,Berlin,Australia,Standard,0.31,Chocolate & Biscuits,True,4.65,Mobile App,High
Germany,Generic Product,Clothing,Debit Card,Gum,Negative,Tablet,Chrome,MacOS,0.197.144.161,Ads,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Clothing,274.78623657940364,554.5922454579821,54.92351542889382,High,2025-05-20,1,0,1,1,2024-09-20,16.97,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Gum,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Budget,Medium,Returning,North,ORD10870,5,99,Berlin,Brazil,Express,0.74,Candy & Gum,True,29.88,In-Store,High
USA,Generic Product,Grocery,Credit Card,Candy,Negative,Tablet,Chrome,MacOS,0.197.144.161,Direct,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Grocery,274.78623657940364,554.5922454579821,54.92351542889382,High,2024-11-16,1,0,0,1,2024-10-17,19.98,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Biscuits,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Premium,Medium,Returning,West,ORD10685,6,32,New York,India,Express,0.91,Candy & Gum,True,0.29,In-Store,High
India,Generic Product,Electronics,UPI,Snacks,Negative,Mobile,Edge,MacOS,0.197.144.161,Ads,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Electronics,274.78623657940364,554.5922454579821,54.92351542889382,High,2024-04-07,1,1,0,1,2024-12-18,27.82,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Beverages,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Budget,Medium,Returning,East,ORD10462,1,9,London,Brazil,Express,0.44,Chocolate & Biscuits,False,0.65,In-Store,High
Germany,Generic Product,Beauty,UPI,Biscuits,Negative,Mobile,Chrome,MacOS,0.197.144.161,Email,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,High,2024-07-19,0,0,0,1,2024-10-12,47.43,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Beverages,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Premium,Medium,Returning,West,ORD10565,8,87,Sydney,Germany,Express,0.66,Candy & Gum,False,4.42,In-Store,High
Brazil,Generic Product,Electronics,Cash on Delivery,Gum,Negative,Mobile,Safari,MacOS,0.197.144.161,Search,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Electronics,274.78623657940364,554.5922454579821,54.92351542889382,High,2025-02-07,1,0,0,1,2024-09-08,11.69,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,Returning,South,ORD10768,4,12,Berlin,Brazil,Express,0.65,Candy & Gum,True,8.09,Web,High
Brazil,Generic Product,Grocery,PayPal,Candy,Negative,Mobile,Firefox,MacOS,0.197.144.161,Social Media,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Clothing,274.78623657940364,554.5922454579821,54.92351542889382,High,2025-03-07,0,1,1,1,2025-02-21,46.43,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Snacks,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Budget,Medium,Returning,North,ORD10796,5,25,São Paulo,USA,Standard,0.12,Beverages & Snacks,False,6.83,Web,High
UK,Generic Product,Beauty,Cash on Delivery,Gum,Negative,Desktop,Safari,MacOS,0.197.144.161,Direct,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Electronics,274.78623657940364,554.5922454579821,54.92351542889382,High,2024-08-13,0,1,1,1,2025-02-17,27.27,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Biscuits,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Premium,Medium,Returning,West,ORD10590,7,31,São Paulo,Brazil,Express,0.29,Beverages & Snacks,True,13.67,Web,High
India,Generic Product,Electronics,Debit Card,Snacks,Negative,Desktop,Edge,MacOS,0.197.144.161,Direct,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Grocery,274.78623657940364,554.5922454579821,54.92351542889382,High,2024-06-08,1,0,0,1,2024-09-13,38.05,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Budget,Medium,Returning,East,ORD10524,10,14,London,Australia,Express,0.47,Candy & Gum,True,23.41,Mobile App,High
UK,Generic Product,Clothing,PayPal,Candy,Negative,Desktop,Edge,MacOS,0.197.144.161,Direct,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Electronics,274.78623657940364,554.5922454579821,54.92351542889382,High,2024-07-09,1,0,1,1,2025-02-18,2.95,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Beverages,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,Returning,North,ORD10555,4,90,Sydney,India,Standard,0.37,Beverages & Snacks,True,2.5,In-Store,High
Germany,Generic Product,Clothing,PayPal,Snacks,Negative,Desktop,Firefox,MacOS,0.197.144.161,Social Media,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Clothing,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-12-10,0,1,0,1,2025-01-16,41.73,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Candy,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,Returning,North,ORD10343,10,72,New York,Germany,Standard,0.45,Beverages & Snacks,False,20.47,In-Store,High
UK,Generic Product,Clothing,Debit Card,Snacks,Negative,Mobile,Safari,MacOS,0.197.144.161,Social Media,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Clothing,274.78623657940364,554.5922454579821,54.92351542889382,High,2025-03-03,0,1,0,1,2024-10-17,25.57,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Gum,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Budget,Medium,Returning,West,ORD10792,10,89,Berlin,Australia,Standard,0.31,Chocolate & Biscuits,True,4.65,Mobile App,High
India,Generic Product,Beauty,UPI,Candy,Negative,Tablet,Edge,MacOS,0.197.144.161,Search,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Grocery,274.78623657940364,554.5922454579821,54.92351542889382,High,2024-09-10,1,1,0,1,2025-01-20,23.79,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Snacks,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Premium,Medium,Returning,South,ORD10618,7,48,São Paulo,Germany,Express,0.18,Beverages & Snacks,True,24.97,Web,High
USA,Generic Product,Beauty,Credit Card,Candy,Negative,Desktop,Edge,MacOS,0.197.144.161,Search,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Grocery,274.78623657940364,554.5922454579821,54.92351542889382,High,2024-01-31,1,0,0,1,2024-12-24,44.04,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Beverages,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Premium,Medium,Returning,North,ORD10395,1,5,Berlin,Germany,Express,0.9,Beverages & Snacks,False,4.88,Web,High
India,Generic Product,Clothing,Debit Card,Gum,Negative,Tablet,Chrome,MacOS,0.197.144.161,Ads,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-07-22,0,1,1,1,2024-11-30,31.99,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Gum,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,Returning,South,ORD10202,4,39,Mumbai,India,Standard,0.71,Candy & Gum,True,15.85,Mobile App,High
Australia,Generic Product,Grocery,PayPal,Candy,Negative,Mobile,Safari,MacOS,0.197.144.161,Direct,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Electronics,274.78623657940364,554.5922454579821,54.92351542889382,High,2025-06-10,0,1,1,1,2024-10-16,28.18,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Candy,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Budget,Medium,Returning,West,ORD10891,5,30,New York,USA,Express,0.64,Candy & Gum,False,16.22,Mobile App,High
USA,Generic Product,Beauty,PayPal,Biscuits,Negative,Mobile,Chrome,MacOS,0.197.144.161,Email,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Clothing,274.78623657940364,554.5922454579821,54.92351542889382,High,2025-08-23,0,0,1,1,2024-11-08,10.35,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Candy,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Premium,Medium,Returning,South,ORD10965,8,71,New York,Brazil,Standard,0.6,Beverages & Snacks,True,21.67,Web,High
USA,Generic Product,Beauty,Credit Card,Candy,Negative,Desktop,Edge,MacOS,0.197.144.161,Search,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Grocery,274.78623657940364,554.5922454579821,54.92351542889382,High,2024-01-31,1,0,0,1,2024-12-24,44.04,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Beverages,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Premium,Medium,Returning,North,ORD10395,1,5,Berlin,Germany,Express,0.9,Beverages & Snacks,False,4.88,Web,High
India,Generic Product,Electronics,UPI,Biscuits,Negative,Desktop,Safari,MacOS,0.197.144.161,Search,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Electronics,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-12-17,0,1,0,1,2024-09-21,49.78,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Beverages,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Premium,Medium,Returning,South,ORD10350,5,90,Berlin,UK,Express,0.73,Beverages & Snacks,False,19.94,In-Store,High
USA,Generic Product,Beauty,Credit Card,Candy,Negative,Desktop,Edge,MacOS,0.197.144.161,Search,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Grocery,274.78623657940364,554.5922454579821,54.92351542889382,High,2024-01-31,1,0,0,1,2024-12-24,44.04,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Beverages,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Premium,Medium,Returning,North,ORD10395,1,5,Berlin,Germany,Express,0.9,Beverages & Snacks,False,4.88,Web,High
UK,Generic Product,Electronics,PayPal,Candy,Negative,Desktop,Firefox,MacOS,0.197.144.161,Ads,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Clothing,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-10-22,0,0,1,1,2025-01-11,19.17,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Biscuits,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Budget,Medium,Returning,East,ORD10294,5,35,São Paulo,India,Standard,0.15,Chocolate & Biscuits,True,29.82,Web,High
UK,Generic Product,Beauty,Credit Card,Snacks,Negative,Mobile,Firefox,MacOS,0.197.144.161,Email,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Grocery,274.78623657940364,554.5922454579821,54.92351542889382,High,2024-09-27,1,0,0,1,2024-09-10,9.82,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Gum,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Premium,Medium,Returning,South,ORD10635,2,71,Mumbai,India,Express,0.91,Candy & Gum,False,3.1,Mobile App,High
USA,Generic Product,Beauty,Credit Card,Candy,Negative,Desktop,Edge,MacOS,0.197.144.161,Search,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Grocery,274.78623657940364,554.5922454579821,54.92351542889382,High,2024-01-31,1,0,0,1,2024-12-24,44.04,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Beverages,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Premium,Medium,Returning,North,ORD10395,1,5,Berlin,Germany,Express,0.9,Beverages & Snacks,False,4.88,Web,High
Germany,Generic Product,Beauty,Debit Card,Candy,Negative,Tablet,Edge,MacOS,0.197.144.161,Social Media,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Clothing,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-01-12,1,1,0,1,2024-11-21,39.09,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,Returning,North,ORD10011,5,89,London,Australia,Standard,0.53,Chocolate & Biscuits,True,26.88,Web,High
Brazil,Generic Product,Clothing,Debit Card,Biscuits,Negative,Desktop,Chrome,MacOS,0.197.144.161,Email,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Grocery,274.78623657940364,554.5922454579821,54.92351542889382,High,2024-03-15,0,0,0,1,2025-02-25,25.75,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Gum,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,Returning,South,ORD10439,4,77,São Paulo,India,Express,0.96,Beverages & Snacks,False,24.39,Web,High
India,Generic Product,Clothing,Credit Card,Candy,Negative,Tablet,Chrome,MacOS,0.197.144.161,Email,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Beauty,274.78623657940364,554.5922454579821,54.92351542889382,High,2025-01-27,1,1,0,1,2025-01-07,31.5,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Biscuits,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,Returning,South,ORD10757,4,68,São Paulo,Brazil,Express,0.49,Candy & Gum,False,26.93,Web,High
UK,Generic Product,Electronics,PayPal,Gum,Negative,Tablet,Firefox,MacOS,0.197.144.161,Search,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Clothing,274.78623657940364,554.5922454579821,54.92351542889382,High,2023-07-24,0,1,0,1,2024-10-11,27.22,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Biscuits,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Premium,Medium,Returning,South,ORD10204,1,75,Mumbai,India,Standard,0.67,Chocolate & Biscuits,False,6.46,In-Store,High
Germany,Generic Product,Beauty,PayPal,Gum,Negative,Desktop,Safari,MacOS,0.197.144.161,Direct,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Grocery,274.78623657940364,554.5922454579821,54.92351542889382,High,2025-02-05,1,0,0,1,2025-02-01,20.93,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Candy,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,Returning,East,ORD10766,10,60,Berlin,Australia,Express,0.66,Candy & Gum,False,8.09,Web,High
Brazil,Generic Product,Electronics,Cash on Delivery,Gum,Negative,Mobile,Safari,MacOS,0.197.144.161,Search,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Electronics,274.78623657940364,554.5922454579821,54.92351542889382,High,2025-02-07,1,0,0,1,2024-09-08,11.69,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Chocolate,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Regular,Medium,Returning,South,ORD10768,4,12,Berlin,Brazil,Express,0.65,Candy & Gum,True,8.09,Web,High
Brazil,Generic Product,Electronics,Debit Card,Snacks,Negative,Mobile,Firefox,MacOS,0.197.144.161,Ads,-26.28567535414296,100.0,86.95252370147568,3.949222109095413,50.0,15.809549763904666,Clothing,274.78623657940364,554.5922454579821,54.92351542889382,High,2024-03-09,1,1,0,1,2025-02-24,5.77,0,00:00:00,00:00:00,00:00:00,00:03:57,00:01:26,00:05:26,No,Credit card expired,Ecommerce Data,Generic Retailer,Snacks,High,In Stock,5,0.49811,5,Bread,0.4942,28.168620000000004,Low,2791,Premium,Medium,Returning,West,ORD10433,5,54,Sydney,USA,Standard,0.8,Chocolate & Biscuits,False,11.32,Web,High
